original_title,release_date,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,budget,6.0 cast,5.0 cast,8.0 cast,6.0 director,8.0 production_companies,6.0 production_companies,7.0 cast,4.0 cast,7.0 production_companies,8.0 director,vote_average,4.0 production_companies,7.0 director,5.0 director,4.0 director,5.0 production_companies
People Like Us,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15195908.501635902,5.0,4.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0
Percy Jackson & the Olympians: The Lightning Thief,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,95000000.0,5.0,3.6666666666666665,0.0,1.0,0.0,5.0,0.0,0.0,3.6666666666666665,0.0,6.0,3.6666666666666665,1.0,0.0,0.0,4.666666666666667
Percy Jackson: Sea of Monsters,8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,84243001.74663821,3.0,5.0,0.0,0.0,0.0,4.333333333333333,0.0,0.0,2.6666666666666665,0.0,5.0,2.6666666666666665,0.0,1.0,0.0,5.0
Perfect,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,38516154.993062,1.5,1.5,0.0,0.0,0.0,1.5,0.5,5.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0
Perfect Stranger,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,63936191.4810848,2.75,5.0,0.5,1.0,0.0,1.25,1.25,1.75,1.25,0.0,5.0,1.75,0.75,1.0,0.0,2.0
Perfume: The Story of a Murderer,9,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,54083457.914578594,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,2.0,5.0,0.0,5.0,0.0,7.0,0.0,1.0,0.6666666666666666,0.0,1.0
Pet Sematary,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20228326.7989974,5.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,6.0,1.0,0.0,0.5,0.0,1.0
Pet Sematary II,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12432194.0367116,0.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0
Peter Pan,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,118535264.47825201,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.6666666666666667,0.0,6.0,3.0,0.0,0.0,0.0,3.3333333333333335
Phantasm,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,901366.200750477,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Phantasm II,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5531673.06927092,5.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0
Phantom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9360333.52740424,4.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0
Phenomenon,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,44486935.6467281,5.0,1.5,0.25,1.0,0.0,1.0,0.75,0.5,0.75,0.0,6.0,0.25,0.0,0.5,0.0,1.0
Philadelphia,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,39246219.0041664,3.5,2.5,0.5,1.0,0.0,1.0,5.0,0.5,1.0,0.0,7.0,0.5,1.0,0.5,0.0,1.0
Philomena,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11232400.232885001,2.0,1.0,0.0,1.0,0.0,4.0,5.0,0.0,5.0,0.0,7.0,0.0,1.0,1.0,1.0,3.0
Phone Booth,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15759398.117067099,5.0,3.0,0.0,1.0,0.5,1.0,3.0,1.5,1.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0
Pi,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,80261.7281446979,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333
Picture Perfect,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25810746.1003698,4.5,5.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,5.0,1.0,0.0,1.0,0.0,1.0
Pina,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4185808.40041567,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
Pineapple Express,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27345239.1128475,5.0,3.5,0.0,1.0,0.0,2.0,0.5,0.0,1.5,0.0,6.0,1.5,0.0,1.0,0.0,1.5
Pink Flamingos,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62574.7311763475,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0
Piranha 3D,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24000000.0,1.0,5.0,0.0,0.5,0.0,2.0,1.0,1.0,0.5,0.0,5.0,2.0,0.0,1.0,0.0,5.0
Piranha 3DD,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4748721.40676122,1.0,1.6666666666666667,0.0,0.0,0.0,1.6666666666666667,0.0,5.0,0.3333333333333333,0.0,4.0,3.0,0.0,0.0,1.0,1.6666666666666667
Pirates,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79576256.43448628,5.0,1.5,0.0,1.0,0.0,3.0,0.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.5
Pirates of the Caribbean: At World's End,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,315500574.789463,5.0,2.3333333333333335,0.0,1.0,0.0,3.0,4.0,0.0,2.0,0.0,6.0,0.3333333333333333,1.0,0.3333333333333333,0.0,2.0
Pirates of the Caribbean: Dead Man's Chest,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,216333831.658314,5.0,2.3333333333333335,0.0,1.0,0.0,3.0,4.0,0.0,2.0,0.0,6.0,0.3333333333333333,1.0,0.3333333333333333,0.0,2.0
Pirates of the Caribbean: On Stranger Tides,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,368371256.18475896,5.0,2.6666666666666665,0.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,6.0,1.0,0.0,0.3333333333333333,0.0,3.0
Pirates of the Caribbean: The Curse of the Black Pearl,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,165949370.269553,5.0,1.6666666666666667,0.0,1.0,0.0,2.0,5.0,0.0,2.0,0.0,7.0,0.3333333333333333,1.0,0.3333333333333333,0.0,2.0
Pitch Black,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,29124718.6298921,5.0,2.6666666666666665,0.0,1.0,0.0,2.0,1.6666666666666667,0.0,0.0,0.0,6.0,0.6666666666666666,0.0,1.0,0.0,1.0
Pitch Perfect,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16145652.782988096,3.0,2.0,0.0,0.0,0.0,0.6666666666666666,5.0,0.0,1.0,0.0,7.0,0.0,1.0,0.3333333333333333,0.0,0.0
Pitch Perfect 2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26679988.260805104,5.0,2.5,0.0,1.0,0.0,3.0,5.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.5,1.5
Pixels,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80959964.37761559,2.0,5.0,0.0,0.6666666666666666,0.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.0,5.0,1.3333333333333333,0.3333333333333333,1.0,0.0,2.0
Planes,8,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46801667.63702121,2.0,5.0,0.0,0.0,0.75,2.0,1.0,0.0,2.0,0.0,5.0,0.75,0.0,1.0,0.0,2.0
Planes: Fire & Rescue,7,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46054552.5385729,1.5,5.0,0.0,0.0,0.75,2.5,0.25,0.0,1.0,0.0,5.0,0.75,0.0,1.0,0.0,4.0
Planet 51,11,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,71148030.38874671,3.4,5.0,0.0,0.0,0.0,0.8,0.6,2.2,0.4,0.0,5.0,0.6,0.0,3.0,0.0,3.0
Planet of the Apes,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,36359988.966624,1.0,2.3333333333333335,0.0,0.0,0.6666666666666666,1.3333333333333333,5.0,0.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0,2.0
Planet of the Apes,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,123148811.669384,3.25,5.0,0.0,1.0,0.75,2.25,1.0,1.5,1.25,0.0,5.0,1.0,0.25,1.0,0.0,3.0
Platoon,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11936438.4651729,4.0,2.3333333333333335,0.0,0.6666666666666666,0.0,0.6666666666666666,5.0,1.6666666666666667,2.0,0.0,7.0,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333
Play It to the Bone,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31417268.318263695,3.0,5.0,0.0,1.0,0.0,1.0,3.0,1.5,1.0,0.0,5.0,1.0,0.0,1.0,0.5,1.0
Play Misty for Me,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3904266.31296706,1.0,5.0,0.0,1.0,0.25,2.0,0.75,0.0,1.75,0.0,5.0,0.75,0.75,1.0,0.0,2.0
Playing God,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16301523.8528651,2.5,5.0,0.0,0.0,0.0,1.0,0.75,0.25,0.75,0.0,5.0,1.0,0.0,1.0,0.0,1.0
Playing by Heart,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,26753909.3815659,5.0,2.6666666666666665,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0
Pocahontas,6,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,78703177.6908831,5.0,0.5,0.0,2.0,0.5,2.0,1.0,0.0,2.0,0.0,6.0,0.5,0.0,0.0,0.0,1.5
Pocketful of Miracles,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21155097.503114898,5.0,0.5,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Poetic Justice,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21132579.463781897,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,6.0,1.0,0.5,0.0,0.0,1.0
Point Break,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38426228.2063245,5.0,2.3333333333333335,0.0,1.0,0.0,2.0,1.6666666666666667,1.0,0.0,0.0,6.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.6666666666666667
Point Break,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,96599957.49601871,4.333333333333333,5.0,0.0,0.0,0.0,2.6666666666666665,1.6666666666666667,0.0,1.3333333333333333,0.0,5.0,0.3333333333333333,0.0,1.0,0.0,4.0
Police Academy,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9445689.17637368,5.0,1.0,0.0,1.0,0.5,2.0,0.0,1.0,1.5,0.0,6.0,1.0,0.0,0.0,0.0,1.0
Poltergeist,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24178173.7072981,5.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0
Poltergeist,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,32199985.8320062,0.5,5.0,0.0,0.0,0.0,3.0,0.0,0.0,1.5,0.0,5.0,3.5,0.0,1.0,0.0,4.0
Poltergeist II: The Other Side,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,37798721.806381,1.5,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,5.0,1.0,0.0,1.0,0.0,1.0
Poltergeist III,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19360855.7424482,3.0,1.5,0.0,0.0,0.0,1.0,1.5,5.0,0.5,0.0,4.0,1.0,0.0,0.5,1.0,1.0
Pompeii,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,119741836.60028899,1.4,5.0,0.0,0.2,0.0,2.6,0.6,0.0,1.0,0.0,5.0,0.8,0.0,1.0,0.0,5.0
Porky's,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9592763.21942726,5.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0
Porky's II: The Next Day,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14230527.9854279,4.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0
Porky's Revenge,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18244494.4703978,4.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0
Poseidon,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,173067065.326651,3.75,5.0,0.0,1.0,1.0,2.5,2.5,0.0,2.5,0.0,5.0,1.25,0.0,1.0,0.0,5.0
Possession,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,30306534.8405136,5.0,4.5,0.5,1.0,0.0,3.0,1.5,0.0,0.5,0.0,6.0,0.5,0.0,0.5,0.5,2.0
Post Grad,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15246006.511874301,4.0,5.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,4.0
Postcards from the Edge,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36715767.886920705,5.0,5.0,0.0,1.0,0.0,1.0,4.5,2.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0
Practical Magic,10,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100327160.18087201,5.0,2.6666666666666665,0.0,1.0,0.6666666666666666,5.0,1.6666666666666667,1.3333333333333333,2.0,0.0,6.0,1.6666666666666667,0.0,0.0,0.3333333333333333,3.0
Precious,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10164004.3412495,5.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
Predator,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,34543447.885163695,1.0,2.0,0.0,0.75,0.75,3.75,5.0,0.5,5.0,0.0,7.0,2.75,1.0,0.5,0.0,4.0
Predator 2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,58411448.9110103,2.3333333333333335,5.0,0.0,0.3333333333333333,0.6666666666666666,3.6666666666666665,0.0,0.0,4.0,0.0,5.0,3.0,0.0,1.0,0.3333333333333333,4.0
Predators,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40000000.0,3.0,5.0,0.0,0.0,0.75,3.0,0.75,0.0,2.5,0.0,5.0,1.75,0.0,1.0,0.0,4.0
Predestination,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5066000.77924302,1.0,2.0,0.0,0.0,0.0,0.5,5.0,0.0,4.0,0.0,7.0,0.0,2.0,2.0,0.0,0.5
Premium Rush,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33241049.8473286,5.0,1.6666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Premonition,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,21033371.6526309,1.3333333333333333,5.0,0.0,0.0,0.0,1.6666666666666667,0.6666666666666666,0.0,1.0,0.0,5.0,0.6666666666666666,0.0,1.0,0.0,3.0
Pretty Woman,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23364579.5644041,5.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,1.5,0.0,6.0,0.5,0.0,1.0,0.0,1.0
Pride & Prejudice,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31263772.1103258,2.5,1.5,0.5,0.5,0.5,5.0,5.0,0.0,5.0,0.0,7.0,1.5,1.0,0.0,0.0,3.5
Pride and Glory,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30383599.014275,5.0,3.3333333333333335,0.3333333333333333,1.0,0.3333333333333333,5.0,3.0,1.3333333333333333,1.3333333333333333,0.0,6.0,1.0,0.3333333333333333,0.0,0.0,1.3333333333333333
Priest,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,58163882.5554883,2.4,5.0,0.0,0.6,0.0,2.2,0.6,1.2,0.0,0.0,5.0,0.8,0.0,1.0,0.0,5.0
Primal Fear,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,41706502.168807596,3.75,3.25,0.25,0.75,0.5,1.0,5.0,1.0,1.0,0.0,7.0,0.75,1.0,0.25,0.0,1.0
Primer,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,8081.117798685041,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Prince of Darkness,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5757241.31419396,5.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,2.0
Prince of Persia: The Sands of Time,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,150000000.0,5.0,2.25,0.0,1.0,0.0,2.0,1.25,0.75,1.75,0.0,6.0,0.25,0.5,0.0,0.0,1.75
Prison,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2397058.3300174,5.0,0.5,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,6.0,0.25,0.0,0.75,0.5,0.25
Prisoners,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,43057534.2260595,4.0,3.0,0.0,0.0,0.0,1.0,5.0,0.3333333333333333,3.0,0.0,7.0,0.3333333333333333,1.0,0.0,0.0,2.0
Private Lessons,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6714934.25359908,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Private Parts,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38036888.9900187,5.0,2.5,0.0,1.0,1.0,2.0,2.0,1.5,1.0,0.0,6.0,1.0,0.0,0.5,0.0,1.0
Project Almanac,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11039995.1424021,5.0,0.0,0.0,1.0,0.5,4.0,0.0,0.0,1.0,0.0,6.0,1.5,0.0,0.0,0.0,2.5
Project X,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,34543447.885163695,5.0,1.75,0.25,1.0,0.0,1.0,1.0,0.0,0.75,0.0,6.0,0.75,0.0,0.0,0.0,1.0
Project X,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11396931.3762269,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.5,0.0,6.0,0.0,0.0,0.5,0.0,1.0
Prom,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7755184.34073177,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0
Prom Night,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2646036.75292129,5.0,1.0,0.0,1.0,0.0,3.0,0.6666666666666666,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Prometheus,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,123466756.57579099,5.0,1.6666666666666667,0.0,1.0,0.6666666666666666,4.0,2.0,0.3333333333333333,3.0,0.0,6.0,2.0,0.6666666666666666,0.3333333333333333,0.0,2.3333333333333335
Promised Land,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14246164.2202836,5.0,5.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0,0.0,5.0,1.0,1.0,1.0,0.0,5.0
Proof,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,22331265.7930898,5.0,2.5,0.0,1.0,0.0,3.0,2.5,0.0,2.0,0.0,6.0,0.5,0.0,0.5,0.0,1.0
PrÃªt-Ã -Porter,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22066673.423972398,5.0,2.5,0.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,6.0,1.0,0.0,0.0,0.5,1.0
Psycho,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,5949601.34364958,2.0,0.0,5.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0
Psycho,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,80261728.1446979,2.6666666666666665,3.0,0.3333333333333333,0.3333333333333333,0.0,2.0,2.0,5.0,1.6666666666666667,0.0,4.0,2.0,0.0,0.0,1.0,1.3333333333333333
Psycho II,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,10946559.9887907,5.0,0.0,1.3333333333333333,1.0,0.0,2.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0
Public Enemies,7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,81312034.7299962,5.0,3.6666666666666665,0.6666666666666666,1.0,0.6666666666666666,5.0,2.3333333333333335,0.0,3.3333333333333335,0.0,6.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,2.6666666666666665
Pulp Fiction,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11768892.492785301,4.0,4.5,5.0,0.5,3.0,3.0,4.0,3.5,3.0,1.0,8.0,0.5,1.0,0.0,0.0,1.5
Pulse,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,41103428.01507971,0.5,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,5.0,1.0,0.0,1.0,0.0,1.0
Punch-Drunk Love,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30306534.8405136,5.0,2.3333333333333335,0.0,1.0,0.3333333333333333,3.0,2.0,0.6666666666666666,2.3333333333333335,0.0,6.0,2.0,0.3333333333333333,0.0,0.0,2.0
Punchline,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27658365.346354604,3.0,5.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0
Punisher: War Zone,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20762125.9930879,2.0,5.0,0.0,0.0,0.0,2.0,0.5,0.0,1.0,0.0,5.0,1.5,0.0,1.0,0.0,5.0
Purple Rain,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,15113102.6821978,5.0,0.0,0.0,1.0,0.3333333333333333,3.0,0.0,0.0,1.0,0.0,6.0,0.6666666666666666,0.0,0.0,0.0,1.0
Push,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38623216.49674821,2.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,3.0
Puss in Boots,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,126021745.53689101,5.0,2.2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.8,0.0,0.0
Quantum of Solace,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,202557326.761833,5.0,2.0,0.0,1.0,0.0,1.0,1.75,0.0,0.75,0.0,6.0,0.0,0.0,0.0,0.0,0.75
Quarantine,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,12153439.60571,1.0,5.0,0.0,0.6666666666666666,0.0,1.6666666666666667,0.0,0.0,0.3333333333333333,0.0,5.0,1.6666666666666667,0.0,1.0,0.0,3.0
Quartet,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10447187.094874699,5.0,1.6666666666666667,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Queen of the Damned,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,42429148.7767191,0.0,5.0,0.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0,0.0,5.0
Quills,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17094943.5436323,5.0,3.0,1.0,1.0,0.0,5.0,4.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,2.0
R.I.P.D.,7,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121684335.85625501,3.25,5.0,0.0,1.0,0.0,2.75,1.75,0.25,1.75,0.0,5.0,1.5,0.0,1.0,0.0,3.0
RED,10,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58000000.0,5.0,3.0,0.4,1.0,0.6,4.0,2.4,1.6,2.6,0.0,6.0,2.2,0.0,0.6,0.0,2.6
